acc,loss,val_acc,val_loss
0.3046875,2.1822361946105957,0.1328125,2.341123104095459
0.3671875,1.9252948760986328,0.359375,1.8532259464263916
0.78125,0.5975639224052429,0.65625,1.0554182529449463
0.90625,0.29210832715034485,0.7109375,0.8669091463088989
0.921875,0.23183216154575348,0.6875,1.077160358428955
0.9375,0.22659455239772797,0.6796875,1.122894525527954
0.9765625,0.08016932010650635,0.75,1.1193139553070068
0.984375,0.042081356048583984,0.734375,0.943443238735199
1.0,0.046359606087207794,0.734375,1.0961723327636719
1.0,0.010915962047874928,0.765625,1.0422075986862183
